elevation,azimuth
21.98251271,123.0244027
27.28865817,75.8464801
85.13398481,336.9153143
32.53906053,302.6882314
7.730747057,41.42286573
30.21269784,50.25038766
50.59013994,146.2110157
48.10127481,267.330325
14.49513372,205.0749787
35.44660893,290.7572223
18.59667846,282.3267777
17.75144428,338.9027391
76.74888004,48.80669175
41.1536966,42.68595786
58.05533462,138.0314656
17.52735208,181.9678561
NaN,NaN
NaN,NaN
NaN,NaN
21.98251269,123.0244027
27.28865815,75.8464801
85.13398481,336.9153143
32.53906052,302.6882314
7.730747043,41.42286573
30.21269783,50.25038766
50.59013993,146.2110157
48.1012748,267.330325
14.4951337,205.0749787
35.44660891,290.7572223
18.59667845,282.3267777
17.75144426,338.9027391
76.74888004,48.80669175
41.15369658,42.68595786
58.05533461,138.0314656
17.52735207,181.9678561
NaN,NaN
NaN,NaN
NaN,NaN
21.98251267,123.0244027
27.28865813,75.8464801
85.13398481,336.9153143
32.5390605,302.6882314
7.73074702,41.42286573
30.2126978,50.25038766
50.59013991,146.2110157
48.10127478,267.330325
14.49513368,205.0749787
35.44660889,290.7572223
18.59667842,282.3267777
17.75144424,338.9027391
76.74888003,48.80669175
41.15369656,42.68595786
58.05533459,138.0314656
17.52735204,181.9678561
NaN,NaN
NaN,NaN
21.98251265,123.0244027
27.28865812,75.8464801
85.13398481,336.9153143
32.53906048,302.6882314
7.730747005,41.42286573
30.21269779,50.25038766
50.5901399,146.2110157
48.10127477,267.330325
14.49513366,205.0749787
35.44660888,290.7572223
18.59667841,282.3267777
17.75144422,338.9027391
76.74888003,48.80669175
41.15369655,42.68595786
58.05533458,138.0314656
17.52735203,181.9678561
NaN,NaN
NaN,NaN
21.98251264,123.0244027
27.2886581,75.8464801
85.13398481,336.9153143
32.53906047,302.6882314
7.730746989,41.42286573
30.21269777,50.25038766
50.59013989,146.2110157
48.10127476,267.330325
14.49513365,205.0749787
35.44660886,290.7572223
18.59667839,282.3267777
76.74888002,48.80669175
41.15369653,42.68595786
58.05533457,138.0314656
17.52735201,181.9678561
NaN,NaN
NaN,NaN
21.98251262,123.0244027
27.28865809,75.8464801
85.13398481,336.9153143
32.53906045,302.6882314
7.730746973,41.42286573
30.21269776,50.25038766
50.59013988,146.2110157
48.10127475,267.330325
14.49513363,205.0749787
35.44660885,290.7572223
18.59667837,282.3267777
17.75144419,338.9027391
76.74888002,48.80669175
41.15369652,42.68595786
58.05533456,138.0314656
17.52735199,181.9678561
NaN,NaN
NaN,NaN
21.98251261,123.0244027
27.28865807,75.8464801
85.1339848,336.9153143
32.53906044,302.6882314
7.730746957,41.42286573
30.21269774,50.25038766
50.59013986,146.2110157
48.10127473,267.330325
14.49513361,205.0749787
35.44660883,290.7572223
18.59667835,282.3267777
17.75144417,338.9027391
76.74888001,48.80669175
41.15369651,42.68595786
58.05533455,138.0314656
17.52735198,181.9678561
NaN,NaN
NaN,NaN
21.98251259,123.0244027
27.28865805,75.8464801
85.1339848,336.9153143
32.53906042,302.6882314
7.730746941,41.42286573
30.21269773,50.25038766
50.59013985,146.2110157
48.10127472,267.330325
14.4951336,205.0749787
35.44660882,290.7572223
18.59667834,282.3267777
17.75144416,338.9027391
76.74888001,48.80669175
41.15369649,42.68595786
58.05533454,138.0314656
17.52735196,181.9678561
NaN,NaN
NaN,NaN
21.98251257,123.0244027
27.28865803,75.8464801
85.1339848,336.9153143
32.5390604,302.6882314
30.2126977,50.25038766
50.59013983,146.2110157
48.1012747,267.330325
14.49513357,205.0749787
35.4466088,290.7572223
18.59667831,282.3267777
17.75144413,338.9027391
76.74888,48.80669175
41.15369647,42.68595786
58.05533453,138.0314656
17.52735194,181.9678561
NaN,NaN
NaN,NaN
21.98251255,123.0244027
27.28865802,75.8464801
85.1339848,336.9153143
32.53906039,302.6882314
