elevation,azimuth
80.11157515,309.0051402
31.12784529,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.12784529,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302695,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.286616742,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.286616741,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302696,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.286616741,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302695,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.28661674,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153848,238.4598378
20.30302695,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.28661674,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695995,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
5.286616739,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
5.286616739,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
5.286616738,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
5.286616738,144.8681975
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.12784529,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.12784529,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.12784529,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561741,150.3206197
59.1761679,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449317,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
67.49153847,238.4598378
20.30302695,279.4993734
34.73695994,56.15405617
18.22861019,41.95278543
70.52994938,43.88724331
11.45449318,358.1754206
57.55561742,150.3206197
59.17616791,316.8557518
60.01993968,294.9091025
63.78008484,157.5249993
62.26333584,72.56061168
NaN,NaN
NaN,NaN
NaN,NaN
80.11157515,309.0051402
31.1278453,176.9346812
76.71333395,174.9222636
48.19334116,90.73065969
18.86946994,317.9281296
