elevation,azimuth
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254394,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
27.86997919,309.1249481
25.3968243,255.2184967
11.01904402,304.5464686
13.19326345,354.957659
47.13883658,126.6997933
8.521866157,31.66291902
59.60932744,52.52998044
57.87755748,185.1478774
NaN,NaN
NaN,NaN
40.6442962,92.66919999
22.39254393,43.43325259
58.0242119,85.79337783
30.71982419,266.1673602
17.85761418,153.7471258
79.60668277,301.340621
47.64281941,213.5801483
