elevation,diff_azimuth
40.6442962,8.690863101060074
22.39254393,40.54508429893991
58.0242119,1.81504094106009
30.71982419,2.1890233110601116
17.85761418,69.76878891106008
79.60668277,37.36228411106009
47.64281941,50.39818858893992
27.86997919,45.146611211060076
25.3968243,8.759840188939904
11.01904402,40.56813171106012
13.19326345,89.02067788893993
47.13883658,42.7214564110601
8.521866157,52.3154178689399
59.60932744,31.448356448939904
57.87755748,78.83045948893991
,
,
40.6442962,8.69128148849967
22.39254393,40.54466591150032
58.0242119,1.815459328499685
30.71982419,2.1894416984997065
17.85761418,69.76920729849968
79.60668277,37.36270249849969
47.64281941,50.39777020150032
27.86997919,45.14702959849967
25.3968243,8.75942180150031
11.01904402,40.56855009849971
13.19326345,89.02025950150033
47.13883658,42.7218747984997
8.521866157,52.31499948150031
59.60932744,31.44793806150031
57.87755748,78.83004110150031
,
,
40.6442962,8.689864781200924
22.39254394,40.54608261879906
58.0242119,1.8140426212009402
30.71982419,2.1880249912009617
17.85761418,69.76779059120094
79.60668277,37.36128579120094
47.64281941,50.39918690879907
27.86997919,45.145612891200926
25.3968243,8.760838508799054
11.01904402,40.56713339120097
13.19326345,89.02167620879908
47.13883658,42.72045809120095
8.521866157,52.31641618879905
59.60932744,31.449354768799054
57.87755748,78.83145780879906
,
,
40.6442962,8.689879360386442
22.39254393,40.546068039613544
58.0242119,1.8140572003864577
30.71982419,2.1880395703864792
17.85761418,69.76780517038645
79.60668277,37.36130037038646
47.64281941,50.39917232961355
27.86997919,45.145627470386444
25.3968243,8.760823929613537
11.01904402,40.567147970386486
13.19326345,89.02166162961356
47.13883658,42.72047267038647
8.521866157,52.316401609613536
59.60932744,31.449340189613537
57.87755748,78.83144322961354
,
,
40.6442962,8.689022321723257
22.39254393,40.54692507827673
58.0242119,1.8132001617232731
30.71982419,2.1871825317232947
17.85761418,69.76694813172327
79.60668277,37.360443331723275
47.64281941,50.40002936827673
27.86997919,45.14477043172326
25.3968243,8.761680968276721
11.01904402,40.5662909317233
13.19326345,89.02251866827675
47.13883658,42.719615631723286
8.521866157,52.31725864827672
59.60932744,31.45019722827672
57.87755748,78.83230026827673
,
,
40.6442962,8.691440110305052
22.39254393,40.544507289694934
58.0242119,1.815617950305068
30.71982419,2.1896003203050896
17.85761418,69.76936592030506
79.60668277,37.36286112030507
47.64281941,50.39761157969494
27.86997919,45.147188220305054
25.3968243,8.759263179694926
11.01904402,40.5687087203051
13.19326345,89.02010087969495
47.13883658,42.72203342030508
8.521866157,52.314840859694925
59.60932744,31.447779439694926
57.87755748,78.82988247969493
,
,
40.6442962,8.692212438614717
22.39254393,40.54373496138527
58.0242119,1.8163902786147332
30.71982419,2.190372648614755
17.85761418,69.77013824861473
79.60668277,37.363633448614735
47.64281941,50.39683925138527
27.86997919,45.14796054861472
25.3968243,8.758490851385261
11.01904402,40.56948104861476
13.19326345,89.01932855138529
47.13883658,42.722805748614746
8.521866157,52.31406853138526
59.60932744,31.44700711138526
57.87755748,78.82911015138527
,
,
40.6442962,8.692505721535099
22.39254393,40.54344167846489
58.0242119,1.8166835615351147
30.71982419,2.1906659315351362
17.85761418,69.77043153153511
79.60668277,37.363926731535116
47.64281941,50.39654596846489
27.86997919,45.1482538315351
25.39682429,8.75819756846488
11.01904402,40.56977433153514
13.19326345,89.0190352684649
47.13883658,42.72309903153513
59.60932744,31.44671382846488
57.87755748,78.82881686846488
,
,
40.6442962,8.69203726493987
22.39254393,40.543910135060116
58.0242119,1.8162151049398858
30.71982419,2.1901974749399074
17.85761418,69.76996307493988
79.60668277,37.36345827493989
47.64281941,50.39701442506012
27.86997919,45.14778537493987
25.39682429,8.758666025060108
11.01904402,40.569305874939914
13.19326345,89.01950372506013
47.13883658,42.7226305749399
59.60932744,31.44718228506011
57.87755748,78.82928532506011
,
,
40.6442962,8.689782310335431
22.39254393,40.546165089664555
58.0242119,1.813960150335447
30.71982419,2.1879425203354685
17.85761418,69.76770812033544
79.60668277,37.36120332033545
47.64281941,50.39926937966456
27.86997919,45.14553042033543
25.39682429,8.760920979664547
11.01904402,40.567050920335475
13.19326345,89.02175867966457
47.13883658,42.72037562033546
59.60932744,31.449437239664547
57.87755748,78.83154027966455
,
,
40.6442962,8.68913506987019
22.39254393,40.5468123301298
58.0242119,1.8133129098702057
30.71982419,2.187295279870227
17.85761418,69.7670608798702
79.60668277,37.36055607987021
47.64281941,50.3999166201298
27.86997919,45.14488317987019
25.39682429,8.761568220129789
11.01904402,40.566403679870234
13.19326345,89.02240592012981
47.13883658,42.71972837987022
59.60932744,31.45008448012979
57.87755748,78.83218752012979
,
,
40.6442962,8.692001052931175
22.39254393,40.54394634706881
58.0242119,1.816178892931191
30.71982419,2.1901612629312126
17.85761418,69.76992686293119
79.60668277,37.36342206293119
47.64281941,50.397050637068816
27.86997919,45.14774916293118
25.39682429,8.758702237068803
11.01904402,40.56926966293122
13.19326345,89.01953993706883
47.13883658,42.722594362931204
59.60932744,31.447218497068803
57.87755748,78.82932153706881
,
,
40.6442962,8.69161096842123
22.39254393,40.544336431578756
58.0242119,1.815788808421246
30.71982419,2.1897711784212675
17.85761418,69.76953677842124
79.60668277,37.36303197842125
47.64281941,50.39744072157876
27.86997919,45.14735907842123
25.39682429,8.759092321578748
11.01904402,40.568879578421274
13.19326345,89.01993002157877
47.13883658,42.72220427842126
59.60932744,31.44760858157875
57.87755748,78.82971162157875
,
,
40.6442962,8.69068229614794
22.39254393,40.545265103852046
58.0242119,1.8148601361479564
30.71982419,2.188842506147978
17.85761418,69.76860810614795
79.60668277,37.36210330614796
47.64281941,50.39836939385205
27.86997919,45.14643040614794
25.39682429,8.760020993852038
11.01904402,40.567950906147985
13.19326345,89.02085869385206
47.13883658,42.72127560614797
59.60932744,31.448537253852038
57.87755748,78.83064029385204
,
,
40.6442962,8.692648413457903
22.39254393,40.543298986542084
58.0242119,1.8168262534579185
30.71982419,2.19080862345794
17.85761418,69.77057422345791
79.60668277,37.36406942345792
47.64281941,50.39640327654209
27.86997919,45.148396523457905
25.39682429,8.758054876542076
11.01904402,40.56991702345795
13.19326345,89.0188925765421
47.13883658,42.72324172345793
59.60932744,31.446571136542076
57.87755748,78.82867417654208
,
,
40.6442962,8.694445173426573
22.39254393,40.541502226573414
58.0242119,1.8186230134265884
30.71982419,2.19260538342661
17.85761418,69.77237098342658
79.60668277,37.36586618342659
47.64281941,50.39460651657342
27.86997919,45.150193283426574
25.39682429,8.756258116573406
11.01904402,40.57171378342662
13.19326345,89.01709581657343
47.13883658,42.7250384834266
59.60932744,31.444774376573406
57.87755748,78.82687741657341
,
,
40.6442962,8.6948613830765
22.39254393,40.54108601692349
58.0242119,1.8190392230765156
30.71982419,2.193021593076537
17.85761418,69.77278719307651
79.60668277,37.36628239307652
47.64281941,50.39419030692349
27.86997919,45.1506094930765
25.3968243,8.755841906923479
11.01904402,40.572129993076544
13.19326345,89.0166796069235
47.13883658,42.72545469307653
59.60932744,31.44435816692348
57.87755748,78.82646120692348
,
,
40.6442962,8.694919951615304
22.39254394,40.54102744838468
58.0242119,1.8190977916153201
30.71982419,2.1930801616153417
17.85761418,69.77284576161532
79.60668277,37.36634096161532
47.64281941,50.39413173838469
27.86997919,45.150668061615306
25.3968243,8.755783338384674
11.01904402,40.57218856161535
13.19326345,89.0166210383847
47.13883659,42.72551326161533
59.60932744,31.444299598384674
57.87755748,78.82640263838468
,
,
40.6442962,8.694728075993169
22.39254394,40.54121932400682
58.0242119,1.8189059159931844
30.71982419,2.192888285993206
17.85761418,69.77265388599318
79.60668277,37.366149085993186
47.64281942,50.39432361400682
27.86997919,45.15047618599317
25.3968243,8.75597521400681
11.01904402,40.57199668599321
13.19326345,89.01681291400683
47.13883659,42.7253213859932
59.60932744,31.44449147400681
57.87755748,78.82659451400681
,
,
40.6442962,8.696651004363332
22.39254394,40.539296395636654
58.0242119,1.8208288443633478
30.7198242,2.1948112143633693
17.85761418,69.77457681436334
79.60668277,37.36807201436335
47.64281942,50.39240068563666
27.86997919,45.152399114363334
25.3968243,8.754052285636647
11.01904403,40.573919614363376
13.19326345,89.01488998563667
47.13883659,42.72724431436336
59.60932744,31.442568545636647
57.87755748,78.82467158563665
,
,
40.6442962,8.696336849012198
22.39254394,40.53961055098779
58.0242119,1.8205146890122137
30.7198242,2.1944970590122352
17.85761418,69.77426265901221
79.60668278,37.367757859012215
47.64281942,50.39271484098779
27.86997919,45.1520849590122
25.3968243,8.75436644098778
11.01904403,40.57360545901224
13.19326345,89.0152041409878
47.13883659,42.72693015901223
59.60932744,31.44288270098778
57.87755748,78.82498574098778
,
,
40.64429621,8.695326212800808
22.39254394,40.54062118719918
58.0242119,1.8195040528008235
30.7198242,2.193486422800845
17.85761419,69.77325202280082
79.60668278,37.366747222800825
47.64281942,50.39372547719918
27.8699792,45.15107432280081
25.3968243,8.75537707719917
11.01904403,40.57259482280085
13.19326346,89.0162147771992
47.13883659,42.72591952280084
59.60932744,31.44389333719917
57.87755748,78.82599637719917
,
,
40.64429621,8.689086281375467
22.39254394,40.54686111862452
58.0242119,1.8132641213754823
30.7198242,2.187246491375504
17.85761419,69.76701209137548
79.60668278,37.360507291375484
47.64281942,50.399965408624524
27.8699792,45.14483439137547
25.3968243,8.761617008624512
11.01904403,40.56635489137551
13.19326346,89.02245470862454
47.13883659,42.719679591375495
59.60932744,31.450133268624512
57.87755749,78.83223630862452
,
,
40.64429621,8.687346762594416
22.39254395,40.54860063740557
58.02421191,1.8115246025944316
30.7198242,2.185506972594453
17.85761419,69.76527257259443
79.60668278,37.35876777259443
47.64281942,50.401704927405575
27.8699792,45.14309487259442
25.39682431,8.763356527405563
11.01904403,40.56461537259446
13.19326346,89.02419422740559
47.13883659,42.717940072594445
59.60932745,31.451872787405563
57.87755749,78.83397582740557
,
,
40.64429621,8.683040657905337
22.39254395,40.55290674209465
58.02421191,1.8072184979053532
30.71982421,2.1812008679053747
17.85761419,69.76096646790535
79.60668278,37.354461667905355
47.64281942,50.40601103209465
27.8699792,45.13878876790534
25.39682431,8.767662632094641
11.01904404,40.56030926790538
13.19326346,89.02850033209467
47.1388366,42.713633967905366
59.60932745,31.45617889209464
57.87755749,78.83828193209465
,
,
40.64429621,8.685747298789636
22.39254395,40.55020010121035
58.02421191,1.8099251387896516
30.71982421,2.183907508789673
17.85761419,69.76367310878965
79.60668278,37.35716830878965
47.64281943,50.403304391210355
27.8699792,45.14149540878964
25.39682431,8.764955991210343
11.01904404,40.56301590878968
13.19326346,89.02579369121037
47.1388366,42.716340608789665
59.60932745,31.453472251210343
57.87755749,78.83557529121035
,
,
40.64429621,8.688822986666821
22.39254395,40.547124413333165
58.02421191,1.813000826666837
30.71982421,2.1869831966668585
17.85761419,69.76674879666683
79.60668278,37.36024399666684
47.64281943,50.40022870333317
27.8699792,45.14457109666682
25.39682431,8.761880303333157
11.01904404,40.566091596666865
13.19326347,89.02271800333318
47.1388366,42.71941629666685
59.60932745,31.450396563333157
57.87755749,78.83249960333316
,
,
40.64429622,8.711383847467687
22.39254395,40.5245635525323
58.02421191,1.8355616874677025
30.71982421,2.209544057467724
17.8576142,69.7893096574677
79.60668278,37.382804857467704
47.64281943,50.377667842532304
27.86997921,45.16713195746769
25.39682431,8.739319442532292
11.01904404,40.58865245746773
13.19326347,89.00015714253232
47.1388366,42.741977157467716
59.60932745,31.427835702532292
57.87755749,78.8099387425323
,
,
40.64429622,8.737351123869132
22.39254395,40.498596276130854
58.02421191,1.861528963869148
30.71982421,2.2355113338691694
17.8576142,69.81527693386914
79.60668278,37.40877213386915
47.64281943,50.35170056613086
27.86997921,45.193099233869134
25.39682431,8.713352166130846
11.01904404,40.614619733869176
13.19326347,88.97418986613087
47.1388366,42.76794443386916
8.521866177,52.268929846130845
59.60932745,31.401868426130847
57.87755749,78.78397146613085
,
,
40.64429622,8.746800622804699
22.39254395,40.48914677719529
58.02421191,1.8709784628047146
30.71982421,2.244960832804736
17.8576142,69.82472643280471
79.60668278,37.418221632804716
47.64281943,50.34225106719529
27.86997921,45.2025487328047
25.39682431,8.70390266719528
11.01904404,40.62406923280474
13.19326347,88.9647403671953
47.1388366,42.77739393280473
8.521866178,52.25948034719528
59.60932745,31.39241892719528
57.87755749,78.77452196719528
,
,
40.64429622,8.805465217637447
22.39254395,40.43048218236254
58.02421191,1.9296430576374632
30.71982421,2.303625427637485
17.8576142,69.88339102763746
79.60668278,37.476886227637465
47.64281943,50.28358647236254
27.86997921,45.26121332763745
25.39682432,8.645238072362531
11.01904404,40.68273382763749
13.19326347,88.90607577236256
47.1388366,42.836058527637476
8.521866178,52.20081575236253
59.60932745,31.33375433236253
57.87755749,78.71585737236254
,
,
40.64429622,8.881934688234196
22.39254395,40.35401271176579
58.02421191,2.006112528234212
30.71982421,2.3800948982342334
17.8576142,69.9598604982342
79.60668278,37.55335569823421
47.64281943,50.207117001765795
27.86997921,45.3376827982342
25.39682431,8.568768601765782
11.01904404,40.75920329823424
13.19326347,88.8296063017658
