GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon Cov) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat Cov) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height Cov) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading Cov) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration Cov) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity Cov) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate Cov) [rad/s];GPS time of week of the navigation epoch (iTOW) [ms];Longitude (lon) [deg];Latitude (lat) [deg];Height above ellipsoid (height) [m];Height above mean sea level (hMSL) [m];Horizontal accuracy estimate (hAcc) [m];Vertical accuracy estimate (vAcc) [m]
1913;314680.6;8.66109247700833;1.29972448769449E-05;50.1109184612549;1.3628038122186E-05;146.591925524695;1.58498974913418E-05;0.376721358966228;2.68330694624952E-06;-0.00525792740802493;0.0084028270363349;0.00138632031818471;0.000185915214451383;2.33238414542383E-07;2.98822383788971E-06;314680600;8.6615704;50.1106147;228.413;180.886;4.67;6.484
1913;314680.8;8.66109247620699;1.22567365881678E-05;50.1109184480116;3.44672720986216E-05;146.591586993884;1.57725951478417E-05;0.376721388745568;2.67657867983329E-06;-0.010259237994822;0.00825008601158434;-0.000555536213286346;0.000188676599520255;2.45823318303823E-07;2.98822383778655E-06;314680800;8.6615614;50.1106183;229.321;181.795;4.568;6.368
1913;314681;8.66109247082263;1.21127230666585E-05;50.1109185697247;3.36254724116589E-06;146.591216481356;1.57059859631193E-05;0.376721450223977;2.66985039873435E-06;-0.00221377209222645;0.00817307982033356;-0.00227418332895131;0.000192289494720675;3.06344346905328E-07;2.98822383779656E-06;314681000;8.6615553;50.1106209;229.978;182.452;4.46;6.236
1913;314681.2;8.66109244191874;1.25423868875137E-05;50.1109185403183;8.80562168347001E-07;146.590832149715;1.5654537010951E-05;0.376721479146125;2.66312212940378E-06;0.0116887168377889;0.00824774509249203;-0.00113516226375506;0.000193701798975238;6.75005213840497E-08;2.98822383011234E-06;314681200;8.6615493;50.1106233;230.665;183.138;4.306;6.039
1913;314681.4;8.66109241469587;1.30503340470662E-05;50.1109184724946;1.50278487477349E-05;146.590451998562;1.56183938361406E-05;0.376721557252757;2.6563938752E-06;0.00456250677846938;0.00826505176662275;0.000656219420433236;0.000196374029871888;2.97442694998758E-07;2.9882238377539E-06;314681400;8.6615387;50.1106267;230.151;182.625;4.072;5.75
1913;314681.6;8.66109240974275;1.3873047405205E-05;50.1109184638354;1.14641477718261E-05;146.590092701618;1.55956069679275E-05;0.376721587492405;2.64966554044954E-06;0.0165696795926582;0.00857939469039418;0.00234861622048202;0.000191120440452398;2.15141638870394E-07;2.98822383668992E-06;314681600;8.6615284;50.1106304;229.71;182.184;3.868;5.502
1913;314681.8;8.66109241472574;1.48155821508061E-05;50.1109184114878;2.55226402759931E-05;146.589766430979;1.5584265689212E-05;0.376721641537045;2.64293716764619E-06;-0.00149261711826252;0.00868048667868457;0.00440619021462865;0.000208174803455877;1.10358178557725E-07;2.98822383717829E-06;314681800;8.6615171;50.1106338;229.209;181.682;3.713;5.323
1913;314682;8.66109242782845;1.35044541551996E-05;50.1109184249791;3.33552121734271E-05;146.589483285482;1.55842830244009E-05;0.376721667746282;2.63620889186245E-06;-0.0119783116948696;0.00877585820267569;0.00311583547807075;0.000230955058450812;1.68724446259814E-07;2.98822383691423E-06;314682000;8.661508;50.1106365;228.64;181.114;3.553;5.125
1913;314682.2;8.66109242017254;1.27086729083125E-05;50.1109183951584;2.84809285349104E-05;146.589251531803;1.55973633616215E-05;0.376721720730302;2.62948055572421E-06;-0.013106814934832;0.00887374284491897;9.76063556424808E-05;0.000270759123781858;1.92672944471938E-07;2.98822383756121E-06;314682200;8.6614996;50.1106388;228.018;180.491;3.403;4.938
1913;314682.6;8.66109236181288;1.65408521859381E-05;50.1109184094167;1.72661134360644E-05;146.588963698666;1.56565431830067E-05;0.376721822289144;2.61602402323868E-06;0.0106417230763585;0.00864254464682571;0.00130387433545402;0.000312789165083712;2.21640370269575E-07;2.98822383631681E-06;314682600;8.6614922;50.1106414;227.468;179.942;3.249;4.742
1913;314682.8;8.66109237135955;1.1881340347435E-05;50.1109184483152;4.94065645841247E-324;146.588910254949;1.568962598449E-05;0.376721905048057;2.60929572534763E-06;0.0125214961315848;0.00888365621537446;0.00352001832298502;0.000251591768730832;3.45572672730866E-07;2.98822383682752E-06;314682800;8.6614859;50.1106435;227.031;179.505;3.034;4.451
1913;314683;8.6610923494113;1.31257992487835E-05;50.1109184167847;4.94065645841247E-324;146.588914432366;1.57107122112878E-05;0.376721940775151;2.60256743003784E-06;0.00919116019538889;0.00862980661138775;0.00609674206672261;0.000218196616106215;2.3489825136061E-08;2.98822383749755E-06;314683000;8.6614806;50.1106451;226.562;179.036;2.849;4.201
1913;314683.2;8.66109236261036;1.43976669211847E-05;50.1109183462131;1.24407604501171E-05;146.588972509543;1.57076676055137E-05;0.376722001801811;2.59583909056893E-06;-0.0106716714001522;0.00870834249135559;0.00606258027283092;0.000212788349493686;2.74033225481049E-07;2.98822383605719E-06;314683200;8.6614748;50.1106471;226.133;178.607;2.736;4.054
1913;314683.4;8.6610923939396;1.39912609236141E-05;50.110918398073;4.94065645841247E-324;146.589081470423;1.56702170845558E-05;0.376722032594368;2.58911074114965E-06;-0.00907522176261352;0.00857286022519008;0.00391230106612505;0.000222620223229485;2.09946475482429E-07;2.98822382895439E-06;314683400;8.661469;50.110649;225.751;178.225;2.662;3.961
