GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol status);Velocity type (vel type);A measure of the latency in the velocity time tag in seconds. It should be subtracted from the time to give improved results. (latency) [s];Differential age (age) [s];Horizontal speed over ground (hor spd) [m/s];Actual direction of motion over ground (track over ground) with respect to True North [deg];Vertical speed, where positive values indicate increasing altitude (up) and negative values indicate decreasing altitude (down) [m/s]
1900;130921.05;0;50;0.025000000372529;2.04999995231628;0.022521929582336;127.441438327365;0.0234749286751091
1900;130921.1;0;50;0.025000000372529;2.09999990463257;0.00468916193902991;204.573295103616;0.0236551216017403
1900;130921.15;0;50;0.025000000372529;2.15000009536743;0.00955955790704562;259.575698177635;0.0160635799793208
1900;130921.2;0;50;0.025000000372529;1.20000004768372;0.029451717499415;93.5688200720992;0.0247241479962392
1900;130921.25;0;50;0.025000000372529;1.25;0.0188704697697829;328.601099025788;-0.0264885972893002
1900;130921.3;0;50;0.025000000372529;1.29999995231628;0.0216757422098086;298.85181321783;-0.00853706739457699
1900;130921.35;0;50;0.025000000372529;1.35000002384186;0.0224207242419807;62.4581796169912;0.0418163476109227
1900;130921.4;0;50;0.025000000372529;1.39999997615814;0.0473750621839781;0.246830479836778;-0.024187538810147
1900;130921.45;0;50;0.025000000372529;1.45000004768372;0.0361965490112643;151.352058989378;0.0247076695628697
1900;130921.5;0;50;0.025000000372529;1.5;0.0240479937375773;248.927690929578;-0.0293674982299604
1900;130921.55;0;50;0.025000000372529;1.54999995231628;0.0186668468230364;29.8552078887022;-0.071521432180903
1900;130921.6;0;50;0.025000000372529;1.60000002384186;0.0128393605813773;241.830430809251;0.0370280944522251
1900;130921.65;0;50;0.025000000372529;1.64999997615814;0.0116781381517564;115.966328457822;0.00292806752822458
1900;130921.7;0;50;0.025000000372529;1.70000004768372;0.00620081277403118;179.718278247132;-0.0252621448453803
1900;130921.75;0;50;0.025000000372529;1.75;0.0184138959844441;204.094381478307;-0.0226224035309725
1900;130921.8;0;50;0.025000000372529;1.79999995231628;0.029596046147564;169.460792106468;0.0858175771071066
1900;130921.85;0;50;0.025000000372529;1.85000002384186;0.0448127254513335;358.059769784405;-0.0734484464741106
1900;130921.9;0;50;0.025000000372529;1.89999997615814;0.00936840421240747;110.096131619359;0.00770030035722948
1900;130921.95;0;50;0.025000000372529;1.95000004768372;0.0309147956798004;218.225127778554;0.00779922610933797
1900;130922;0;50;0.025000000372529;2;0.0170459703003274;121.772616560993;0.0471563867712943
1900;130922.05;0;50;0.025000000372529;2.04999995231628;0.0230631563526789;344.847363779875;-0.0489502286909465
1900;130922.1;0;50;0.025000000372529;2.09999990463257;0.0455569174275898;291.358478204513;-0.0169251520042789
1900;130922.15;0;50;0.025000000372529;2.15000009536743;0.0231572004097402;172.524161266935;-0.0700141364699313
1900;130922.2;0;50;0.025000000372529;1.20000004768372;0.0633706358665038;9.22002965604183;0.0152353562768522
1900;130922.25;0;50;0.025000000372529;1.25;0.0410915835217521;177.057139827929;0.0724715656387726
1900;130922.3;0;50;0.025000000372529;1.29999995231628;0.0296157582020648;93.1468397899809;0.0618999765303866
1900;130922.35;0;50;0.025000000372529;1.35000002384186;0.0111097314476531;268.471164004461;-0.00418261333466826
1900;130922.4;0;50;0.025000000372529;1.39999997615814;0.0222646259583339;259.200969944543;0.0162082917138108
1900;130922.45;0;50;0.025000000372529;1.45000004768372;0.0368996661336708;179.030642488842;-0.046626885126924
1900;130922.5;0;50;0.025000000372529;1.5;0.0811378303145292;8.54468124717544;-0.0396318207160618
1900;130922.55;0;50;0.025000000372529;1.54999995231628;0.0364032950955163;175.774160697821;-0.008077064142702
1900;130922.6;0;50;0.025000000372529;1.60000002384186;0.0618644945956142;358.393467461688;0.0113365305023388
1900;130922.65;0;50;0.025000000372529;1.64999997615814;0.0653343510420289;182.423711282199;-0.0266727773062382
1900;130922.7;0;50;0.025000000372529;1.70000004768372;0.0237626333307678;327.225544701267;0.0541721199430016
1900;130922.75;0;50;0.025000000372529;1.75;0.0817217852055473;176.558669556479;-0.0353018437860232
1900;130922.8;0;50;0.025000000372529;1.79999995231628;0.16034219680884;4.23118386421025;-0.019034265706849
1900;130922.85;0;50;0.025000000372529;1.85000002384186;0.167785453158072;185.28114950304;0.0146248689172616
1900;130922.9;0;50;0.025000000372529;1.89999997615814;0.114844664010231;0.673659149905851;0.0361457216741679
1900;130922.95;0;50;0.025000000372529;1.95000004768372;0.0928908503832675;177.29302469129;-0.0126937825515672
