GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon Cov) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat Cov) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height Cov) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading Cov) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration Cov) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity Cov) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate Cov) [rad/s];GPS time of week of the navigation epoch (iTOW) [ms];Longitude (lon) [deg];Latitude (lat) [deg];Height above ellipsoid (height) [m];Height above mean sea level (hMSL) [m];Horizontal accuracy estimate (hAcc) [m];Vertical accuracy estimate (vAcc) [m]
1913;383114.2;8.67341008552515;0.00326791743447565;50.113063541523;0.00289606547967436;152.626775440405;0.00255138916160168;-0.29878723138784;1.71061170584075E-06;0.0699157462534235;0.0577709800582366;-0.0542480719944016;0.0136587822244925;-1.08387042457227E-07;1.39660419640259E-06;383114200;8.6733784;50.1131036;194.764;147.236;1.261;1.586
1913;383114.4;8.6734100014535;0.00310411297156126;50.1130636163582;0.00282770102569427;152.627632828869;0.00236892610172388;-0.298787214966599;1.70381636138695E-06;0.0696058801311678;0.0464916888724636;-0.0402906216041651;0.00912310497252827;1.09467913605269E-07;1.39660419639777E-06;383114400;8.6733787;50.1131039;194.543;147.015;1.253;1.58
1913;383114.6;8.67340988779788;0.00307124455387849;50.1130636599261;0.00270686770156089;152.628482124402;0.00220210030570493;-0.298787202042127;1.69701984170656E-06;0.068214618568304;0.0377829770349036;-0.0264843587215907;0.00679068601783031;1.45337283867204E-08;1.39660419638591E-06;383114600;8.673379;50.1131041;194.314;146.786;1.245;1.573
1913;383114.8;8.6734099104126;0.00302704245142831;50.1130636780039;0.00262919936556774;152.62932220811;0.00205003069104719;-0.298787202087451;1.6902245960071E-06;0.0656574996985529;0.0316903389252449;-0.0130616931030991;0.00570926477307734;-1.39435883539825E-07;1.39660419639715E-06;383114800;8.6733793;50.1131044;194.116;146.588;1.237;1.567
1913;383115;8.6734098971801;0.00294256719442126;50.1130636976047;0.00239563699782868;152.630151499443;0.00191183599449673;-0.298787253965431;1.68343313222685E-06;0.0639982363038794;0.0278838433028926;-9.48201774781605E-05;0.00521362254437399;-6.73125070504519E-08;1.39660419639711E-06;383115000;8.6733798;50.1131045;193.847;146.319;1.229;1.559
1913;383115.2;8.67340994711048;0.00281310319865425;50.1130636567926;0.00227772072237337;152.630968527985;0.00178664172497702;-0.298787265700624;1.67664034811388E-06;0.0600024382719678;0.0258028011849761;0.0123558071537146;0.00491397542251437;1.21107707708717E-08;1.39660419639528E-06;383115200;8.6733803;50.1131043;193.51;145.982;1.219;1.549
1913;383115.4;8.67340992958496;0.00263486777221818;50.1130635752142;0.00217430152991057;152.631771950096;0.00167358616645754;-0.29878725956755;1.6698455881925E-06;0.0533913233900726;0.0248258993813477;0.0237702723905549;0.00463635840782736;6.59558769458018E-08;1.39660419639158E-06;383115400;8.6733806;50.1131046;193.229;145.701;1.21;1.54
1913;383115.6;8.67341000486959;0.00243135334481617;50.1130635422726;0.00204302318985018;152.632560705896;0.00157182583627823;-0.298787273081927;1.66305239140963E-06;0.0451383815144895;0.0243758238334856;0.0336734194069353;0.004349717977397;-9.29110331127973E-08;1.39660419639367E-06;383115600;8.6733808;50.1131054;193.023;145.495;1.202;1.533
1913;383115.8;8.67341006027329;0.00219948900115705;50.113063488386;0.00190047854455249;152.63333291802;0.00148053986662518;-0.298787259092021;1.65625566028726E-06;0.0356559769185959;0.0239622668484672;0.0418315140273705;0.00409381377335238;3.23749484744596E-08;1.39660419639678E-06;383115800;8.6733809;50.1131068;192.865;145.337;1.192;1.527
1913;383116;8.6734101596322;0.00194759726105546;50.113063405668;0.00170305369272258;152.634087259782;0.00139893379889093;-0.298787256531027;1.64946106706587E-06;0.0218160997947266;0.0232230181966932;0.0477040497325937;0.00391041830046754;-1.17213309086941E-07;1.39660419639474E-06;383116000;8.6733808;50.1131085;192.749;145.221;1.184;1.522
1913;383116.2;8.67341027492946;0.00168845464522478;50.1130632876586;0.00148844573525217;152.634822140157;0.00132624266280005;-0.298787270920319;1.64266586277773E-06;0.00595438982952761;0.0219881798518269;0.0505646158796705;0.003792930737492;-1.78988547926576E-08;1.39660419639597E-06;383116200;8.6733807;50.1131101;192.632;145.104;1.175;1.518
1913;383116.4;8.67341037690266;0.00144967389249023;50.1130632057346;0.00133792980814646;152.635535972189;0.00126173346579045;-0.29878726890434;1.63587046503322E-06;-0.0116051461548957;0.0203297015004488;0.0500674679507014;0.00366669908457919;-1.06139185217934E-07;1.396604196396E-06;383116400;8.6733804;50.1131118;192.532;145.004;1.166;1.513
1913;383116.6;8.67341047842764;0.00126025180915563;50.1130631544214;0.00121054240549244;152.636226798927;0.00120470704572585;-0.298787270635189;1.6290753664383E-06;-0.0284695384416498;0.018596429198011;0.0461275542674218;0.00340680673587271;2.99857610177365E-08;1.39660419639546E-06;383116600;8.6733804;50.1131134;192.434;144.906;1.157;1.508
1913;383116.8;8.67341056530259;0.00114013809400142;50.1130631171998;0.0011095431234904;152.636892910408;0.00115449945290686;-0.298787267899873;1.62228001843179E-06;-0.0433701686214834;0.0173470508195538;0.0389542079994326;0.00290096088855793;-1.12599631451914E-07;1.39660419639442E-06;383116800;8.6733803;50.1131146;192.318;144.79;1.149;1.503
1913;383117;8.67341063685858;0.00108626748507266;50.1130630488617;0.00109374688892575;152.637532280623;0.00111048280512064;-0.298787275812846;1.61548484661767E-06;-0.0514994952729206;0.0169362639602957;0.0293309298849916;0.0021538821716633;2.78267991633638E-08;1.3966041963949E-06;383117000;8.6733802;50.1131158;192.193;144.665;1.141;1.498
1913;383117.2;8.67341069319708;0.00107170584453897;50.1130630676401;0.00104613328277054;152.638142817193;0.00107206574056481;-0.298787273447511;1.60868997828301E-06;-0.0460372414603207;0.0165855139761495;0.0192792948318748;0.00137704722169313;1.93630116684142E-08;1.39660419639307E-06;383117200;8.6733802;50.1131171;192.099;144.571;1.133;1.494
1913;383117.4;8.67341104149518;0.000978295033159759;50.113063179373;0.000992776452100768;152.638722892756;0.00103869299182875;-0.298787274639859;1.60189594988758E-06;-0.0264440232771522;0.0141112735183439;0.0118012450399073;0.0009090898834626;3.6316396798226E-08;1.39660419639049E-06;383117400;8.6733802;50.1131182;191.987;144.459;1.126;1.489
1913;383117.6;8.67341103585085;0.000940884003643067;50.1130631779455;0.000910430875579502;152.639275740938;0.0010098443898005;-0.298787247127437;1.59509833874694E-06;-0.0108331697681638;0.0118953331803982;0.00818670394078826;0.000741078780793691;-9.02910934013899E-08;1.39660419639244E-06;383117600;8.67338;50.1131195;191.875;144.347;1.118;1.484
1913;383117.8;8.67341101782967;0.000906449631363117;50.1130631206707;0.000909639192905441;152.639800058208;0.000985040130279662;-0.298787230201089;1.58830173496716E-06;-0.00251456102654991;0.0108355221641695;0.00684822494155618;0.000681845165514009;8.20053513074799E-09;1.39660419639274E-06;383117800;8.67338;50.1131204;191.729;144.201;1.11;1.479
