Longitude (GT Lon) [deg],Latitude (GT Lat) [deg],"NLOS (0 == no, 1 == yes, # == No Information)"
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,1
13.3736577411555,52.504560220676,0
13.3736577411555,52.504560220676,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736627708313,52.5045700667812,0
13.3736627708313,52.5045700667812,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736706368836,52.5045852766343,0
13.3736706368836,52.5045852766343,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,1
13.3736761025676,52.5045954316559,0
13.3736761025676,52.5045954316559,1
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,1
13.3736817317718,52.5046060948949,0
13.3736817317718,52.5046060948949,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,1
13.373687518623,52.5046167844468,0
13.373687518623,52.5046167844468,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,1
13.3736934612876,52.5046276078461,0
13.3736934612876,52.5046276078461,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,1
13.3736995132759,52.5046387982316,0
13.3736995132759,52.5046387982316,1
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,1
13.373708812747,52.5046554924645,0
13.373708812747,52.5046554924645,1
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,1
13.3737150956623,52.5046670751044,0
13.3737150956623,52.5046670751044,1
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,1
13.3737214042067,52.5046785132198,0
13.3737214042067,52.5046785132198,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737277266034,52.5046900557924,0
13.3737277266034,52.5046900557924,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737340505582,52.5047016049714,0
13.3737340505582,52.5047016049714,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.3737403392213,52.5047131860425,0
13.3737403392213,52.5047131860425,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.373746615027,52.5047247180956,0
13.373746615027,52.5047247180956,1
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,1
13.3737528739026,52.5047361165634,0
13.3737528739026,52.5047361165634,1
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,1
13.373759111502,52.5047474900436,0
13.373759111502,52.5047474900436,1
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,1
13.3737684850255,52.5047647724778,0
13.3737684850255,52.5047647724778,1
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,1
13.3737778976195,52.5047819742296,0
13.3737778976195,52.5047819742296,1
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,1
13.3737841633985,52.5047935363252,1
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,1
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,1
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,1
13.3737841633985,52.5047935363252,0
13.3737841633985,52.5047935363252,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737904317588,52.5048051412604,0
13.3737904317588,52.5048051412604,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3737967416716,52.504816754998,0
13.3737967416716,52.504816754998,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738061785545,52.5048342281757,0
13.3738061785545,52.5048342281757,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,1
13.3738124785175,52.5048460294564,0
13.3738124785175,52.5048460294564,1
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,1
13.3738187931536,52.5048575444781,0
13.3738187931536,52.5048575444781,1
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,1
13.3738251139388,52.5048691731804,0
13.3738251139388,52.5048691731804,1
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,1
13.3738314004665,52.5048807646434,0
13.3738314004665,52.5048807646434,1
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,1
13.373840766741,52.5048976891707,0
13.373840766741,52.5048976891707,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738469397384,52.5049087994435,0
13.3738469397384,52.5049087994435,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738530654957,52.5049196577281,0
13.3738530654957,52.5049196577281,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738591715896,52.5049302737324,0
13.3738591715896,52.5049302737324,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738682860449,52.5049458118845,0
13.3738682860449,52.5049458118845,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738743453682,52.5049559942622,0
13.3738743453682,52.5049559942622,1
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,1
13.3738803477182,52.5049659903707,1
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,1
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,1
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,1
13.3738803477182,52.5049659903707,0
13.3738803477182,52.5049659903707,1
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,0
13.3738861810984,52.5049758711089,1
13.3738861810984,52.5049758711089,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,1
13.3738916707515,52.5049855879781,1
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,1
13.3738916707515,52.5049855879781,0
13.3738916707515,52.5049855879781,1
13.3738916707515,52.5049855879781,0
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,0
13.3738965957811,52.5049952262947,1
13.3738965957811,52.5049952262947,0
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,0
13.3739007615332,52.5050046187512,1
13.3739007615332,52.5050046187512,0
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,0
13.3739039544669,52.5050138249731,1
13.3739039544669,52.5050138249731,0
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,0
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,1
13.3739060387542,52.5050227300461,0
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,0
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,1
13.3739069135794,52.5050315938012,0
13.3739065384309,52.5050402757442,0
13.3739065384309,52.5050402757442,0
13.3739065384309,52.5050402757442,1
13.3739065384309,52.5050402757442,1
13.3739065384309,52.5050402757442,1
13.3739065384309,52.5050402757442,1
13.3739065384309,52.5050402757442,0
