Longitude (GT Lon) [deg],Latitude (GT Lat) [deg],"NLOS (0 == no, 1 == yes, # == No Information)"
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341008518645,50.1130635577647,1
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,1
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,0
8.67341000577688,50.1130636234147,1
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,1
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,0
8.67340988872822,50.1130636691968,1
8.67340990797831,50.113063678583,#
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,1
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,0
8.67340990797831,50.113063678583,1
8.67340989662064,50.1130636697679,#
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,1
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,0
8.67340989662064,50.1130636697679,1
8.67340994326497,50.1130636364135,#
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,1
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,0
8.67340994326497,50.1130636364135,1
8.67340993135451,50.1130635990518,#
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,1
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,0
8.67340993135451,50.1130635990518,1
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,1
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,0
8.67341000720176,50.1130635394302,1
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,1
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,0
8.67341006214076,50.1130634945713,1
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,1
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,0
8.67341015805008,50.1130634190867,1
8.6734102723077,50.113063281623,#
8.6734102723077,50.113063281623,0
8.6734102723077,50.113063281623,0
8.6734102723077,50.113063281623,1
8.6734102723077,50.113063281623,0
8.6734102723077,50.113063281623,1
